ID,NU_NOTA_LC
149,580.1659680405148
150,620.0939025990799
151,471.4670579973936
152,598.9725584132893
153,533.6506644086826
154,545.9000134766993
155,564.0076142091157
156,460.0759367494921
157,483.9266305191079
158,460.9769327790446
159,624.4328182627733
160,617.878599008719
161,634.19317057638
162,593.1199336213301
163,433.9496326846157
164,451.57433234611256
165,509.6472975034214
166,554.0434469655386
167,565.7560937960325
168,583.9048361011753
169,595.036531294357
170,606.4265408890949
171,422.4811572176057
172,600.6695043553964
173,466.4521976179895
174,577.0645706642199
175,481.51372500630526
176,596.6865428581464
177,511.9135438596371
178,564.0408003253112
179,573.5389784572114
180,486.98288503870583
181,505.67627688760916
182,517.0945392124052
183,509.5758396540555
184,503.94651157076714
185,586.158533350987
186,492.14191107920493
187,623.8388069134326
188,488.3201023022862
189,493.9641129613904
190,527.6288241984046
191,487.2029060567255
192,521.9512003544871
193,607.4070160068043
194,583.1004039748939
195,536.5153849012956
196,477.30143725767
197,586.726177104005
198,530.2257056442777
199,550.8578503631163
200,464.215705744921
201,610.8169045708082
202,553.2430323622425
203,447.8855408997075
204,549.3932068008562
205,447.1146347570768
206,539.5881346872673
207,447.2964930432158
208,586.1172427114329
209,619.0624574086171
210,481.33459948082344
211,534.1541536598847
212,542.4253309251355
213,484.85745392384155
214,531.491562084117
215,607.1372647601065
216,573.8913363784977
217,487.51690899265935
218,543.3222743672466
219,542.7005338268755
220,520.8474527601347
221,479.70944296056126
222,523.418537052997
223,530.2133955942525
224,492.83270760329816
225,540.9475225324375
226,567.4759027595624
227,606.7663561662876
228,618.1440535235888
229,570.3080786178743
230,442.9118864278252
231,554.3793828606574
232,457.6271268530447
233,542.0951280573624
234,586.9513920569816
235,504.45457124971887
236,530.0072797742312
237,467.4927610891975
238,473.9387485355234
239,517.1631438514885
240,595.6032780204982
241,618.4215095931793
242,506.2296125825614
243,518.9819951940085
244,636.075124068393
245,544.0813576207133
246,595.3218832453977
247,497.2285310041012
248,449.2641044999593
249,567.1155795868324
250,592.5501839348833
251,551.2438459696384
252,427.2245124153634
253,555.2922482812809
254,462.65176694628985
255,498.6786090932147
256,577.9281524711521
257,573.9881847773379
258,475.08033154919934
259,550.7647378936783
260,467.314946025698
261,450.30292790631404
262,502.75246852645034
263,490.9478591112633
264,536.5879978827029
265,499.25685160063495
266,569.0228330802756
267,473.0537131070118
268,454.3459823467234
269,449.91423176406
270,597.190990380815
271,446.8768233945555
272,490.23345753768626
273,596.9118937972667
274,522.7613054809567
275,573.0985978905758
276,468.60498306359773
277,599.3108441414681
278,531.1347632313975
279,551.4822630559643
280,564.8177074201853
281,519.3484046140884
282,544.3923733961808
283,563.4958257930627
284,576.5240548458041
285,488.33647615642843
286,618.0188104279789
287,476.7911163176993
288,484.308717803268
289,442.83947454499736
290,487.8571313191938
291,512.1370487041385
292,434.1341760313627
293,597.5701095650716
294,435.684918888024
295,631.447989985717
296,512.0007767010568
297,467.76531978431325
298,557.7559657423233
299,630.1167572381244
300,603.5707574165385
301,475.0049131994578
302,494.3442854399123
303,608.4183173945
304,528.1487693562785
305,567.4966992174068
306,517.599070051407
307,612.8106972003936
308,543.6547186274049
309,593.6023023750138
310,595.1015695042827
311,607.2765392655892
312,424.00097782479946
313,445.51400742286063
314,567.5469429179891
315,638.517109898444
316,472.82377200094373
317,527.8052180153691
318,448.8646873140037
319,585.1921094635807
320,472.892510161262
321,586.0581319809521
322,628.6011462973847
323,596.585904247903
324,565.4857149633729
325,476.6233536207275
326,570.7832789967401
327,579.2848735378532
328,483.0335950897457
329,482.057945584431
330,543.2949227116735
331,607.25665145676
332,597.4184793661766
333,503.9179716707985
334,530.9548855582482
335,478.1191211780435
336,573.1238353268764
337,504.2168044577325
338,443.96030827368355
339,449.65756031487405
340,560.5688902781148
341,503.5587188582726
342,489.3168371028363
343,454.60944452326845
344,470.762170657273
345,565.5525034470704
346,499.08813700109295
347,575.1200591569425
348,605.817948572035
349,604.1569605509872
350,542.6721529967595
351,575.4337045386762
352,566.2459956434086
353,571.3606298201444
354,589.0225157775571
355,511.26251385599875
356,433.85237978040703
357,499.97514725834117
358,582.7326444104986
359,580.9318268871202
360,522.0234858892188
361,492.1614989007014
362,583.5082512016268
363,482.8463993358973
364,597.6196689613689
365,504.2209248836842
366,468.8023433470674
367,594.6992106171554
368,504.1070657946031
369,509.5891515447242
370,464.22183620196216
371,558.1048048767586
372,450.84774090517936
373,501.4734388397521
374,523.8690337764145
375,516.8087957394123
376,451.2149346910265
377,515.1525224669344
378,519.062602545785
379,455.58176867717935
380,479.1120115508917
381,478.89746865920824
382,435.02631105758223
383,479.106482417931
384,542.7289379223066
385,602.6414592089307
386,530.4193381421676
387,657.0011606409491
388,604.143382874405
389,448.57012996734284
390,510.97723519522737
391,473.8816428609508
392,519.175275276679
393,449.5417291051701
394,553.4398229238885
395,458.60214969369355
396,605.9878658734601
397,428.4160753733333
398,590.4974175531943
399,609.6017906636637
400,453.63943227362876
401,525.9130746317253
402,537.0198026645913
403,490.6273148490852
404,575.9024176385044
405,468.97558269332177
406,514.7996344069545
407,505.5049980860652
408,660.0634992225505
409,445.9952865974412
410,519.7871323057975
411,615.9435922887753
412,562.5719482453283
413,538.3922325019986
414,539.9804047702198
415,592.569145599658
416,522.5589388540641
417,651.4845359786211
418,454.3078632510325
419,468.98184460144233
420,487.26321780041707
421,475.9437644852563
422,541.9503556921011
423,548.9843853166049
424,584.5503409748387
425,592.8496066157873
426,589.9332127155064
427,550.3051231758056
428,547.2523846080119
429,508.1668031840287
430,596.5785134117525
431,516.3400571757329
432,508.3866197953614
433,442.70219624372925
434,475.18034259263885
435,481.2034225907234
436,501.3637979710906
437,574.523621619559
438,583.9776190062043
439,606.5302898635691
440,467.1295251104335
441,483.6349670345572
442,587.7285963459215
443,457.2727784162128
444,535.9134615937951
445,514.9192949477725
446,489.45842740205876
447,583.6482217010018
448,512.741874791391
449,564.1035360992653
450,506.85111926425213
451,507.0935182145651
452,527.1342560700393
453,519.534748803185
454,626.9690352835576
455,453.1209476291087
456,475.59356426000227
457,591.5837522251161
458,538.1650961098319
459,514.7611329176068
460,515.4880291086906
461,544.7371263244186
462,462.552995317878
463,470.9818922316672
464,514.097361830711
465,528.7670962095858
466,579.7232133454993
467,584.6140788059199
468,444.7565805818112
469,473.9831594872966
470,479.0763364455798
471,512.4395740168718
472,564.6192328447753
473,589.859674892635
474,566.282059046579
475,474.6205857890962
476,508.65363289652095
477,445.94729248196694
478,531.8099583309925
479,465.52599409930804
480,547.1697350434594
481,446.35287789175123
482,536.5996838866606
483,528.3027017701281
484,546.815484820374
485,530.5041264199376
486,569.8418345029313
487,505.25106619820576
488,612.8918031547071
489,587.2634390512944
490,553.9117552200075
491,495.4751145334896
492,454.72418135520337
493,500.82610641944115
494,489.77525343119794
495,482.5149289234503
496,598.5239917839478
497,573.2575261394252
498,620.5730543385434
499,537.8310976713869
500,568.6522619991799
501,505.9617437512926
502,444.8626698362158
503,514.2877026811082
504,543.7635743812291
505,506.20746874790024
506,590.619276346081
507,591.2969352374926
508,643.8381401678243
509,449.1848091680129
510,587.838182680327
511,690.845698368722
512,476.08055294252785
513,518.5117302399128
514,582.7902540556213
515,595.3975179463005
516,452.2856432636484
517,485.12869401404794
518,567.5289571170495
519,518.0557612751586
520,486.00672283297155
521,497.23118997478986
522,553.5275997670183
523,439.28958614730107
524,537.1766693806491
525,532.8093294079672
526,645.8557896970317
527,572.4752560160784
528,541.0505565581468
529,480.2520252974967
530,465.10517218497523
531,557.0996109750907
532,636.2362732177344
533,601.2002741001643
534,575.9601640195881
535,515.2099595540502
536,455.37238618350744
537,458.77605653914185
538,477.5850767640903
539,464.53833722805354
540,593.6589063359415
541,664.3768113440651
542,534.6195722548176
543,633.0962206521283
544,510.2639598326571
545,448.9807799659371
546,550.5791501917884
547,471.7838467366588
548,601.6277805741604
549,515.3411377936885
550,539.8001086800664
551,631.443487661089
552,511.0123509837678
553,607.8567248017812
554,590.0883578878709
555,609.9237270156261
556,522.9725337718608
557,589.2093944661744
558,467.8793482992576
559,478.9122187732932
560,464.2348581566202
561,614.0521356184547
562,517.4736290878259
563,494.75807083206274
564,524.0814194560551
565,542.6037206205624
566,517.5832235948928
567,526.1895353574191
568,663.3980101153793
569,562.0608645401919
570,479.7798729092695
571,598.0566589884397
572,613.4414500286664
573,462.475098010792
574,549.9318406433622
575,546.3488788853999
576,593.3296861522276
577,582.1274380773573
578,529.652323867397
579,659.577794111965
580,481.96061817647336
581,490.2515921711495
582,584.4816596402263
583,537.6682729885506
584,612.6366818317986
585,594.9407027999212
586,628.1749498418128
587,457.9633633679534
588,490.49392653147174
589,574.1168983837267
590,637.4604898051298
591,617.5061331577006
592,509.3119731568643
593,471.0787013978901
594,471.4916198229742
595,493.3077133598694
596,576.6917762136566
597,545.7958683696178
598,589.9229341056346
599,599.4086664932177
600,545.7177058603365
601,446.6942414885729
602,461.8630621656838
603,528.9571030751904
604,487.9943223451158
605,480.1418022985891
606,551.9429438463071
607,451.10916753568426
608,562.8064922736418
609,604.2842049653627
610,574.2304793665
611,536.5419316361315
612,452.2264485942383
613,500.9759755815379
614,485.00561637617346
615,538.4471364617598
616,621.3368385786957
617,573.2813127957766
618,498.3434674605001
619,459.2778949527173
620,445.38350461620684
621,479.6677191506488
622,460.1579132853444
623,536.0652768836102
624,474.08303267909776
625,554.6516478612486
626,452.36905435208587
627,557.4782352517359
628,508.1137269072107
629,508.26032405952606
630,541.8497493965472
631,557.325649968358
632,507.3821326623707
633,505.57868439293514
634,536.3391945073831
635,587.2039458159118
636,536.5479130444323
637,483.7199077113174
638,629.1480471786426
639,638.2043173153174
640,496.8175751764215
641,550.686807702836
642,551.8965627906742
643,472.7921253761615
644,494.15623202510466
645,497.73880461266623
646,572.8161618422198
647,528.0983664827986
648,462.88999910263846
649,463.0510628990614
650,567.8078699479463
651,562.2223298583567
652,570.4766913661842
653,539.7276737853961
654,586.0037697779208
655,584.3805709907856
656,576.7869203012435
657,489.5332385666121
658,466.3245113476317
659,580.1717216592631
660,480.18347338146947
661,552.8263776951878
662,486.2313972749491
663,614.738317619039
664,553.0700232140459
665,594.0999505994712
666,495.015004657302
667,612.8509925299122
668,571.898930790715
669,518.9661921818406
670,455.0386393465457
671,643.101084503777
672,542.7035779085883
673,582.3615516466257
674,494.0614962331317
675,481.2716077455633
676,548.586838325781
677,490.4143707920593
678,582.2029679753439
679,548.5444505769108
680,520.1883850711178
681,506.92418143459867
682,446.66363623063506
683,585.4332635467545
684,483.74825973634125
685,604.8602800646718
686,486.95994221783724
687,527.6331673114707
688,474.2208370348518
689,588.5841141911978
690,498.1188315626975
691,459.4862903065676
692,434.46463752811206
693,601.4717963005803
694,497.2893315493652
695,519.8596081129117
696,531.0338538253411
697,469.9624446283624
698,594.2325501276698
699,574.1992812073936
700,531.7991779162394
701,558.7698390673656
702,620.8943743400841
703,515.4601500861165
704,575.0226452925849
705,614.2313337872972
706,633.2372963758125
707,461.3756043147475
708,462.7715442669634
709,533.4396461084275
710,630.5785092497749
711,484.86747907197645
712,456.3878683858198
713,502.37245954478675
714,583.6093842537844
715,491.2803907988881
716,468.96795163671896
717,452.75708932581693
718,530.8039903708701
719,561.5001821247307
720,517.0894518648638
721,512.4884637082528
722,517.2768425149286
723,456.73917878053186
724,468.4912816730842
725,671.5887966652006
726,452.3158234026681
727,560.1509557328859
728,570.2161116681029
729,632.4345757957442
730,448.04167317558546
731,498.55416813342015
732,570.3494833048262
733,497.32044551289243
734,613.9902950271899
735,566.1614375246131
736,617.744259866465
737,622.5175345817481
738,643.7985079614914
739,517.8053761768717
740,539.4289447708968
741,538.2856822028174
742,471.27104520087784
743,468.85931314111514
744,534.3415797234127
745,570.2241425072859
746,625.9876758532077
747,489.275628272544
748,600.7567986661172
749,463.80565487827863
750,516.0893544292469
751,461.74960117455737
752,538.0527377445036
753,550.4227178490131
754,461.7352179053012
755,540.8602654773124
756,555.4501269564076
757,562.3516429000586
758,608.7113374249284
759,635.3358963495377
760,609.9681210599158
761,583.1363441308313
762,523.2722387499184
763,517.0657027651553
764,511.751308597379
765,572.7062536893438
766,474.20352627338707
767,493.5215802251197
768,568.6229126980672
769,572.7097449667901
770,461.8738719494531
771,449.97148401678265
772,564.3581396250463
773,527.1743152692025
774,579.1680370524818
775,587.5462106173654
776,496.98039070174985
777,537.1067751994618
778,621.9140550331758
779,496.1989751433251
780,478.4653688074133
781,478.10610144553385
782,554.5376783326938
783,509.40084947015504
784,546.6214649864976
785,484.2102234388464
786,521.9698036578664
787,457.4909664403606
788,529.4031847811862
789,481.27897157913134
790,512.4295398188511
791,586.56932374548
792,490.03741284135634
793,441.8893794672601
794,584.8344147424541
795,574.227115738372
796,509.0456561085388
797,562.7575745630155
798,619.7062873967761
799,513.7078065256408
800,529.9117437331009
801,596.849569331717
802,548.8720308192527
803,456.26297618063285
804,455.5310381815753
805,607.3645098091122
806,486.8798400214575
807,509.7579783658795
808,577.9847769976341
809,502.9918816093917
810,527.7166898647214
811,647.4729435552379
812,557.5161942427076
813,485.67390824803346
814,631.8613791844502
815,528.6314302496689
816,579.326084807278
817,536.8381374191508
818,449.1603062950523
819,487.6938333366902
820,494.4285826560644
821,530.2373068262661
822,476.08163826253957
823,521.5633801976976
824,565.947311459274
825,469.85673608492647
826,275.9895961532088
827,478.4334632058689
828,567.0232992993874
829,485.2074397399381
830,471.60357219782
831,478.8458155714376
832,585.764233232662
833,527.5411708835475
834,455.46334127537426
835,467.35008521311835
836,617.4795012547518
837,560.4384114681716
838,462.0196859664272
839,579.1381071474696
840,509.5509054793824
841,570.4370394196692
842,629.8043809279645
843,612.3817782165302
844,634.4755610867926
845,566.155117146151
846,477.3680007661307
847,556.0042834574649
848,504.73951426309156
849,434.2568316318291
850,517.6455388225303
851,450.9961291621325
852,607.4475836294102
853,442.6154052708492
854,516.3491790708322
855,613.1691195971291
856,532.4719698270069
857,459.3431175923283
858,446.44679406129643
859,575.9454220907528
860,590.795487142502
861,492.413396333612
862,597.1602372093575
863,617.0666312530043
864,511.3066506526189
865,567.9595391396563
866,488.33015922806663
867,515.6254922361251
868,527.2984026055187
869,499.77189610624185
870,554.1381426647174
871,463.3813750539812
872,494.89307533267373
873,629.5496240707162
874,587.720561306455
875,440.1023556464238
876,502.83594108316726
877,567.9106773600856
878,578.101100869648
879,640.9720950998733
880,518.3050959214058
881,579.3993755807503
882,519.091925844416
883,481.828983135094
884,554.1879955929335
885,519.3573319516715
886,475.9740312471097
887,485.7764668831032
888,484.63134013249004
889,586.2379155559865
890,519.2388839626126
891,488.6462564097454
892,499.78659107467274
893,569.5165547091506
894,616.0540461313722
895,432.1273258468491
896,501.0878907806528
897,535.5292157378542
898,584.7830633805925
899,464.70100688794827
900,618.6907788291237
901,465.90091379292227
902,470.319891473619
903,530.8482340584994
904,470.57547239115434
905,499.22113846775045
906,467.5973694490105
907,513.2606092263852
908,568.4166032727139
909,471.24913983768425
910,623.524952170653
911,569.5552560414478
912,549.1199799809549
913,451.49236118757517
914,443.8414773972017
915,501.68676730152373
916,497.7935665551959
917,531.5185913665603
918,618.2581651520768
919,544.8506723753237
920,632.8051972575961
921,517.798817409646
922,470.46030686826504
923,545.4100527163837
924,552.6908613655451
925,516.0082108132663
926,600.0577847074205
927,583.3141411616373
928,491.2267142569431
929,443.4169129349032
930,529.4490613286955
931,676.537063883691
932,575.9201752516967
933,555.663917951229
934,529.9541881358173
935,516.3630138405351
936,551.2421240737145
937,474.0771081306089
938,626.8691341036536
939,601.524346215806
940,434.05214861051286
941,523.4847830798371
942,587.4667209397055
943,509.657035728523
944,470.25914805815046
945,525.7593956669061
946,486.6582096804635
947,524.5194859025191
948,633.7822283009386
949,597.9300609849988
950,623.2746140827471
951,580.9324281170236
952,490.630950078176
953,481.3992469116207
954,473.74431932578085
955,503.36788172481124
956,581.0489755608698
957,575.4343771451145
958,622.2171158985661
959,500.4621068797609
960,501.6179921259581
961,544.853860848566
962,499.27149297895824
963,514.645243311824
964,489.936321957947
965,467.85999766406115
966,559.3208715187568
967,554.6396133297421
968,445.28948497356924
969,453.52733910326396
970,562.9852029157579
971,505.0631346644928
972,529.862383461101
973,432.7523398643973
974,499.5192703414218
975,603.579739922744
976,525.7966842028841
977,501.48832450087673
978,505.3223856419723
979,577.9857879903761
980,546.1021242031029
981,453.0021534765369
982,582.8976732553758
983,476.82251184868204
984,456.1874927305512
985,539.5499041289838
986,618.3724528255523
987,548.9620007068739
988,559.7895047581167
989,495.7958495183876
990,557.3247500057382
991,507.1815599638127
992,560.03040278764
993,520.2725793728948
994,535.1180125201163
995,607.5366033951068
996,564.0251525236858
997,528.0057558349977
998,449.3105032937035
999,520.1672691315082
1000,572.5095733078783
1001,554.1665537352094
1002,574.3516865443326
1003,474.52656486542475
1004,632.1584520630411
1005,486.3263806189292
1006,458.55211311441064
1007,445.36415674817783
1008,590.6716090286577
1009,531.5046021500855
1010,645.5237863258637
1011,542.7277736685251
1012,589.5557761081936
1013,561.4475588166019
1014,588.2959989031074
1015,515.918689657519
1016,528.3543384465561
1017,495.4557105833742
1018,458.1640763042764
1019,585.5053316483577
1020,539.7926351976441
1021,526.4910203442873
1022,621.3556357122852
1023,474.82094001911463
1024,543.7020652007168
1025,469.73563411051185
1026,498.07934338441856
1027,559.4482979216932
1028,579.3336163644672
1029,476.25795169812415
1030,479.0644493132041
1031,490.77979693749563
1032,587.4760953424172
1033,469.71249599105306
1034,615.8548864932854
1035,534.9802550396528
1036,490.0860564223736
1037,570.2369829164775
1038,585.0060628963913
1039,545.507853677879
1040,609.0367591811662
1041,441.82695395539287
1042,622.3414750560289
1043,480.2501206342839
1044,463.4421863939561
1045,525.9918005409277
1046,626.6140399367243
1047,517.0970938420062
1048,480.4172447394829
1049,528.1329920310933
1050,650.7984145397422
1051,444.27632631870136
1052,485.39534648873956
1053,464.38607360751047
1054,457.48640945211463
1055,595.2870374321947
1056,573.8146370239642
1057,511.65864874008054
1058,591.6172200492877
1059,485.20499754155657
1060,632.850937864094
1061,454.017328563866
1062,598.1789052712822
1063,528.3126788871082
1064,583.2348567140139
1065,570.3010448908706
1066,576.6262315031879
1067,512.1627215357906
1068,574.1220440685181
1069,459.37306802273366
1070,596.8945761001241
1071,475.28841509008333
1072,571.6917175533163
1073,497.0184334581359
1074,554.2951849940837
1075,496.78883589851733
1076,527.5247696969302
1077,465.2173925946483
1078,563.6107716895997
1079,553.2339726871877
1080,529.4255418387947
1081,546.1864237216793
1082,491.51148555865103
1083,577.1935715625516
1084,481.5527144619014
1085,535.0688886135694
1086,542.6426592032093
1087,658.7324346638786
1088,507.7447046383925
1089,612.2218935440778
1090,434.035920433534
1091,630.1001408793381
1092,457.32814114514616
1093,608.8832085635661
1094,563.7681632560468
1095,491.51101446000894
1096,484.4943219057338
1097,509.92594841352974
1098,578.9803652967587
1099,579.8115770160266
1100,551.9021714778698
1101,491.6277405133418
1102,567.5246237544343
1103,556.0408065676854
1104,596.7155562141049
1105,488.85548614970816
1106,491.5046338080833
1107,446.86744876607685
1108,479.5467057306718
1109,492.8706208882301
1110,548.6783832111757
1111,554.1041765266264
1112,653.0648154422906
1113,473.6940729666614
1114,486.4765891086219
1115,508.3660979547993
1116,569.4457903667105
1117,535.9776174796584
1118,530.8476479270789
1119,457.5400305514376
1120,636.1280229260724
1121,459.18992677129097
1122,455.01029232381194
1123,445.8446901645637
1124,545.5359207820254
1125,476.718958154288
1126,548.3064631567048
1127,540.3574238097808
1128,580.4956362388648
1129,626.156494326558
1130,569.5252678147615
1131,634.2890424192653
1132,578.9077963615498
1133,596.4678094671203
1134,589.2440817041518
1135,450.54447462861873
1136,552.0867037467738
1137,594.9753595792972
1138,598.9693517271585
1139,494.96417202154146
1140,524.338517742784
1141,577.2662549250965
1142,491.87254017156755
1143,466.8166663141443
1144,605.3248803584111
1145,556.1959561176186
1146,610.6505246928909
1147,518.954949669127
1148,502.6988015120151
1149,503.1465212687404
1150,580.9674105691633
1151,493.0080778903574
1152,577.5937207587856
1153,514.8296754541393
1154,642.2520909203699
1155,509.52604727146166
1156,623.8811947850891
1157,643.812970417601
1158,559.5699188290963
1159,518.9193361388667
1160,486.5492252784458
1161,533.0176926923723
1162,536.6725387848355
1163,506.54350524009675
1164,581.5780841492738
1165,563.426168377888
1166,522.1397134307811
1167,465.986643302681
1168,472.6763413539914
1169,461.808424135439
1170,510.8398265544194
1171,540.0600610309966
1172,516.3408105301589
1173,552.1566605103035
1174,537.0130447433753
1175,529.9888811388205
1176,456.2810533391284
1177,471.7280704816397
1178,457.01546033085293
1179,581.8474550752483
1180,460.71461507838006
1181,502.15599270978527
1182,584.4091100041335
1183,568.0495994726109
1184,500.3553985875096
1185,608.6685121367225
1186,493.72401562087947
1187,434.9935132856497
1188,524.6984506552524
1189,577.3218828558754
1190,511.22817752872345
1191,484.1685422158152
1192,572.7118822840721
1193,535.7377474847176
1194,485.7722242855205
1195,473.4461469766768
1196,578.3360918936762
1197,515.4615890613026
1198,574.1271384926629
1199,450.72509141633856
1200,460.2446165092901
1201,452.03698571753165
1202,455.36173629441674
1203,594.6506431319881
1204,526.3253150359265
1205,452.46526357384516
1206,604.7084388467847
1207,486.64202359615257
1208,564.6020286139794
1209,450.9592612453352
1210,498.0540204810439
1211,568.423941903189
1212,674.1087959992915
1213,554.3327516465017
1214,542.2456280173806
1215,502.20987853586263
1216,468.04549136712814
1217,531.0103106733475
1218,466.49652508829837
1219,500.8854894232366
1220,601.4944427296005
1221,607.594318461011
1222,512.9091580604563
1223,584.4024614969776
1224,467.80154227860555
1225,452.7733632493663
1226,456.1906574809181
1227,553.8927343552466
1228,533.7201449605234
1229,610.3084093924003
1230,598.2051493541173
1231,504.0907669094241
1232,508.1262810240809
1233,541.5271506551542
1234,500.54253558940906
1235,547.1141904869169
1236,515.3955860299029
1237,603.4348163914383
1238,503.45783523392083
1239,528.9520857954082
1240,448.0229747048806
1241,452.78827779464524
1242,480.4424675684411
1243,470.771114483854
1244,499.2735167997467
1245,477.14519971240776
1246,458.5709033440841
1247,489.7172995841692
1248,562.2084491600592
1249,438.56123381062855
1250,597.8018858588584
1251,524.1292823165184
1252,541.5400210724681
1253,535.7330011682161
1254,453.95711922819277
1255,559.188037320926
1256,590.3349244571443
1257,444.32746682004813
1258,586.474996488045
1259,560.2768504926285
1260,647.6617649034936
1261,572.7329137901079
1262,493.21580206021457
1263,455.7588868096928
1264,509.87690346190436
1265,539.4171198175154
1266,490.0205567536553
1267,454.5624662991377
1268,524.7632933771516
1269,523.1501045262098
1270,516.1242522819836
1271,518.4333228043931
1272,520.4538998649209
1273,509.0320782566474
1274,584.6211579200613
1275,492.6644941126023
1276,559.618877735847
1277,592.8224218537
1278,582.9270920801664
1279,612.2134904973068
1280,459.0605196930168
1281,651.9073781072268
1282,515.0747114959547
1283,515.9764156921933
1284,438.53042585466113
1285,569.180149918634
1286,443.72286497933965
1287,446.9499012525711
1288,483.98788189916644
1289,491.38309189118667
1290,465.81492933986925
1291,468.0965351384052
1292,477.60623191702143
1293,619.2829999617684
1294,571.9464564794521
1295,531.8805991954891
1296,579.7929400294993
1297,541.2162845933573
1298,510.35750160110246
1299,512.8401476052538
1300,487.76788172830294
1301,453.34124535988633
1302,599.1651510071931
1303,457.19536872997315
1304,515.132741630295
1305,522.9700367228584
1306,570.7494733229812
1307,502.3525166998183
1308,577.0554703433374
1309,497.18116032804306
1310,431.7216782282485
1311,564.5408915899593
1312,492.4597179142669
1313,493.28627221114283
1314,528.1892665626472
1315,465.497487994187
1316,583.0675905430721
1317,641.9659361214676
1318,463.8655667731779
1319,479.51447632279735
1320,528.400252817951
1321,528.8619441600454
1322,600.793280194345
1323,470.6983860849665
1324,470.1990795749698
1325,568.7450942878315
1326,460.29358578634077
1327,455.89382849543694
1328,598.7212089153086
1329,522.4016001855687
1330,504.04493050558335
1331,513.4458333890841
1332,532.7853970365902
1333,458.4108978267114
1334,567.2408276729736
1335,473.6965977526792
1336,497.29890476501436
1337,442.06356862512104
1338,662.2601462265038
1339,597.8254187941513
1340,616.4627448572594
1341,445.55478502592814
1342,586.4861996845327
1343,498.3747895431208
1344,449.34381582809357
1345,667.8082979417081
1346,638.3738574384045
1347,555.446434095318
1348,517.5198117058828
1349,606.8133464140499
1350,476.89309193431785
1351,574.6088650780157
1352,621.9373727177967
1353,574.5792786908326
1354,458.2348727464443
1355,457.89423455671437
1356,508.82328298850825
1357,639.9645715025295
1358,579.0544867449614
1359,485.9347872378142
1360,472.23577929013214
1361,587.6519796169855
1362,594.4362423284213
1363,508.6252720412627
1364,588.6747620056915
1365,512.2016465996863
1366,468.92665798760316
1367,560.5655076861626
1368,614.6362712677771
1369,466.8246669969564
1370,610.6716088693304
1371,471.42446566093776
